rollout/ep_rew_mean,rollout/exploration_rate,time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/episodes,train/loss,train/n_updates,train/learning_rate
0.05551091000000005,0.01,937,1384800,300.0,1477,4616,0.00631999596953392,13447,0.0001
0.05156797000000002,0.01,937,1386000,300.0,1478,4620,0.004387947730720043,13459,0.0001
0.31908453000000003,0.01,937,1387200,300.0,1479,4624,0.006938735023140907,13471,0.0001
0.3505399799999999,0.01,938,1388400,300.0,1479,4628,0.00633652601391077,13483,0.0001
0.4383262200000001,0.01,938,1389600,300.0,1480,4632,0.0061807576566934586,13495,0.0001
0.4646469100000001,0.01,938,1390800,300.0,1481,4636,0.006709406618028879,13507,0.0001
0.5472635399999998,0.01,939,1392000,300.0,1482,4640,0.00951396394520998,13519,0.0001
0.8148952300000001,0.01,939,1393200,300.0,1482,4644,0.004288515541702509,13531,0.0001
0.9092361500000001,0.01,939,1394400,300.0,1483,4648,0.006962727755308151,13543,0.0001
0.8344676800000002,0.01,940,1395600,300.0,1484,4652,0.004890220705419779,13555,0.0001
0.5418683200000003,0.01,940,1396800,300.0,1485,4656,0.005194447934627533,13567,0.0001
0.44246639999999987,0.01,940,1398000,300.0,1486,4660,0.006105497479438782,13579,0.0001
0.27731150999999993,0.01,941,1399200,300.0,1486,4664,0.005933205597102642,13591,0.0001
0.2830396600000001,0.01,906,1400400,300.0,1545,4668,0.007962261326611042,13603,0.0001
0.3873800199999997,0.01,906,1401600,300.0,1546,4672,0.004830075427889824,13615,0.0001
-0.0785760799999999,0.01,906,1402800,300.0,1547,4676,0.004941337741911411,13627,0.0001
0.47798361000000034,0.01,907,1404000,300.0,1547,4680,0.008414434269070625,13639,0.0001
0.32010089999999997,0.01,907,1405200,300.0,1548,4684,0.007382452953606844,13651,0.0001
0.7607681199999999,0.01,907,1406400,300.0,1549,4688,0.00639469176530838,13663,0.0001
0.7951037600000004,0.01,907,1407600,300.0,1550,4692,0.005992517340928316,13675,0.0001
0.5396652500000004,0.01,908,1408800,300.0,1551,4696,0.007355242036283016,13687,0.0001
-0.08077860999999995,0.01,908,1410000,300.0,1552,4700,0.007270012516528368,13699,0.0001
0.6307921400000001,0.01,908,1411200,300.0,1553,4704,0.006189561448991299,13711,0.0001
1.05631843,0.01,908,1412400,300.0,1553,4708,0.006484998855739832,13723,0.0001
0.61111444,0.01,909,1413600,300.0,1554,4712,0.005251566879451275,13735,0.0001
0.22884095000000015,0.01,909,1414800,300.0,1555,4716,0.0333326980471611,13747,0.0001
0.00758329000000014,0.01,909,1416000,300.0,1556,4720,0.006628077477216721,13759,0.0001
-0.26538574,0.01,910,1417200,300.0,1556,4724,0.008442034013569355,13771,0.0001
-0.026630750000000005,0.01,910,1418400,300.0,1557,4728,0.005238959100097418,13783,0.0001
0.06263422000000006,0.01,910,1419600,300.0,1558,4732,0.004865878261625767,13795,0.0001
0.2573197,0.01,911,1420800,300.0,1559,4736,0.007492619566619396,13807,0.0001
0.025482979999999794,0.01,911,1422000,300.0,1559,4740,0.005455499514937401,13819,0.0001
-0.18677016000000005,0.01,911,1423200,300.0,1560,4744,0.00623006047680974,13831,0.0001
0.09435440999999999,0.01,912,1424400,300.0,1561,4748,0.004672605078667402,13843,0.0001
-0.09240009000000007,0.01,912,1425600,300.0,1562,4752,0.007617522031068802,13855,0.0001
-0.11920487000000005,0.01,912,1426800,300.0,1563,4756,0.009001878090202808,13867,0.0001
-0.3165020600000002,0.01,913,1428000,300.0,1563,4760,0.004769694525748491,13879,0.0001
0.03965418999999984,0.01,913,1429200,300.0,1564,4764,0.004569151904433966,13891,0.0001
-0.024581900000000028,0.01,913,1430400,300.0,1565,4768,0.004237138666212559,13903,0.0001
-0.41495948,0.01,914,1431600,300.0,1566,4772,0.009133467450737953,13915,0.0001
-0.02891637999999979,0.01,914,1432800,300.0,1567,4776,0.005330347456037998,13927,0.0001
-0.40473828999999983,0.01,914,1434000,300.0,1567,4780,0.009729169309139252,13939,0.0001
-0.06795284999999981,0.01,915,1435200,300.0,1568,4784,0.011317882686853409,13951,0.0001
-0.16576173999999994,0.01,915,1436400,300.0,1569,4788,0.004619972314685583,13963,0.0001
-0.2263618999999998,0.01,915,1437600,300.0,1569,4792,0.004664351232349873,13975,0.0001
-0.41931745999999975,0.01,916,1438800,300.0,1570,4796,0.0072106849402189255,13987,0.0001
-0.08040680999999995,0.01,916,1440000,300.0,1571,4800,0.01642789877951145,13999,0.0001
-0.6117083500000001,0.01,916,1441200,300.0,1572,4804,0.007641475647687912,14011,0.0001
-1.02695647,0.01,916,1442400,300.0,1573,4808,0.007770666852593422,14023,0.0001
-1.19875461,0.01,917,1443600,300.0,1573,4812,0.0067896973341703415,14035,0.0001
-1.0525178099999999,0.01,917,1444800,300.0,1574,4816,0.004782268777489662,14047,0.0001
-0.8818102399999997,0.01,917,1446000,300.0,1575,4820,0.009721956215798855,14059,0.0001
-0.9612960399999999,0.01,918,1447200,300.0,1576,4824,0.008629489690065384,14071,0.0001
-1.2072775800000002,0.01,918,1448400,300.0,1576,4828,0.01072817575186491,14083,0.0001
-0.9508033499999999,0.01,918,1449600,300.0,1577,4832,0.0050355009734630585,14095,0.0001
