time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/entropy_loss,train/loss,train/explained_variance,train/approx_kl,train/value_loss,train/learning_rate,train/n_updates,train/clip_range,train/clip_fraction,train/policy_gradient_loss
980,75776,37,77,-0.6244799799999999,300.0,-1.5609060075134038,0.11331015825271606,-0.037076592445373535,0.013112131,0.2603799400385469,0.0003,360,0.2,0.13134765625,-0.028644095819618087
981,77824,38,79,-0.2371375599999999,300.0,-1.5699724689126016,0.14635318517684937,0.06231808662414551,0.013924134,0.5126202484127134,0.0003,370,0.2,0.13056640625,-0.032812239606573715
979,79872,39,81,-0.18308014999999986,300.0,-1.5301627814769745,0.08477092534303665,-0.12745070457458496,0.014654334,0.37070247558876873,0.0003,380,0.2,0.161279296875,-0.03233279317501001
981,81920,40,83,-0.6434456799999998,300.0,-1.489647850394249,0.0896720141172409,0.05602973699569702,0.015100392,0.42948050033301116,0.0003,390,0.2,0.1494140625,-0.03242199769592844
983,83968,41,85,0.2993347400000001,300.0,-1.4940126832574605,0.09817566722631454,0.04375815391540527,0.01634149,0.2763384539168328,0.0003,400,0.2,0.16171875,-0.03327783275162801
983,86016,42,87,0.5260165300000001,300.0,-1.492234219610691,0.06289109587669373,0.1641668677330017,0.014588774,0.31154594956897197,0.0003,410,0.2,0.15283203125,-0.030555416928837075
985,88064,43,89,0.1598867700000001,300.0,-1.4848738476634025,0.20819205045700073,-0.20043492317199707,0.015678085,0.48778938478790224,0.0003,420,0.2,0.165185546875,-0.03413009540818166
986,90112,44,91,-0.2673785299999999,300.0,-1.4676322959363461,0.22987227141857147,-0.08639311790466309,0.014127663,0.5326330320909619,0.0003,430,0.2,0.1435546875,-0.03184138375218026
988,92160,45,93,-0.5489528899999998,300.0,-1.4595804542303086,0.005368053913116455,0.1683717966079712,0.0130390655,0.12452400544425472,0.0003,440,0.2,0.13701171875,-0.03217558921460295
989,94208,46,95,-0.052236529999999774,300.0,-1.4566832456737757,0.3909960985183716,-0.02007901668548584,0.014976075,0.6747086478397251,0.0003,450,0.2,0.166650390625,-0.03536386928462889
991,96256,47,97,0.29067704000000005,300.0,-1.4293092343956233,0.2191222757101059,-0.15328025817871094,0.016447447,0.40914374524727465,0.0003,460,0.2,0.166845703125,-0.033540279290173204
991,98304,48,99,0.2193718800000003,300.0,-1.3983070891350509,0.05358066409826279,0.01915639638900757,0.014786501,0.312834006594494,0.0003,470,0.2,0.15966796875,-0.0336119554733159
641,100352,49,156,0.5793584000000002,300.0,-1.3977188412100077,0.17067554593086243,0.07954221963882446,0.015700845,0.7216579136438668,0.0003,480,0.2,0.1728515625,-0.032537902353215034
646,102400,50,158,0.87808626,300.0,-1.3938207130879163,0.19512031972408295,0.003790140151977539,0.014611056,0.6018834825605154,0.0003,490,0.2,0.169970703125,-0.0348324333463097
651,104448,51,160,1.4111096400000003,300.0,-1.3781940042972565,0.12242817878723145,0.13717728853225708,0.0151689155,0.4223375159315765,0.0003,500,0.2,0.1716796875,-0.03573878797469661
653,106496,52,162,1.6560402699999996,300.0,-1.3390375703573227,0.2261713445186615,0.19026166200637817,0.016481284,0.41073819403536616,0.0003,510,0.2,0.1783203125,-0.03293899459531531
658,108544,53,164,1.3922846800000002,300.0,-1.3425487577915192,0.10667021572589874,0.20643091201782227,0.015303686,0.39517541429959235,0.0003,520,0.2,0.15869140625,-0.03485555554216262
